date,temp_high,temp_low,temp_mean,wind_speed,humidity_high,humidity_low,humidity_mean,is_rain
2017-04-23,13,3,8,2017-04-23,87,38,68,False
2017-04-24,11,3,8,2017-04-24,100,37,69,True
2017-04-25,9,-1,4,2017-04-25,100,43,72,True
2017-04-26,10,2,5,2017-04-26,81,37,62,False
2017-04-27,11,-1,6,2017-04-27,93,62,79,True
2017-04-28,12,6,8,2017-04-28,100,51,75,True
2017-04-29,12,6,9,2017-04-29,100,51,71,False
2017-04-30,16,9,12,2017-04-30,71,42,57,False
2017-05-01,16,8,12,2017-05-01,82,48,67,False
2017-05-02,16,7,11,2017-05-02,93,55,72,False
2017-05-03,16,6,10,2017-05-03,87,34,63,False
2017-05-04,16,7,11,2017-05-04,82,31,57,False
2017-05-05,16,6,10,2017-05-05,87,36,61,False
2017-05-06,12,7,9,2017-05-06,82,63,75,False
2017-05-07,19,5,10,2017-05-07,93,40,68,False
2017-05-08,13,6,8,2017-05-08,76,51,64,False
2017-05-09,14,6,9,2017-05-09,81,44,62,False
2017-05-10,18,3,11,2017-05-10,93,34,60,False
2017-05-11,20,7,13,2017-05-11,81,38,55,False
2017-05-12,17,8,12,2017-05-12,94,55,81,True
2017-05-13,16,11,13,2017-05-13,94,52,73,True
2017-05-14,18,10,12,2017-05-14,100,39,73,True
2017-05-15,16,10,13,2017-05-15,94,71,84,True
2017-05-16,18,13,16,2017-05-16,94,73,85,True
2017-05-17,13,8,12,2017-05-17,100,63,84,True
2017-05-18,15,5,11,2017-05-18,100,55,76,True
2017-05-19,15,7,11,2017-05-19,87,48,66,False
2017-05-20,15,6,10,2017-05-20,100,59,81,True
2017-05-21,18,8,13,2017-05-21,87,52,69,False
2017-05-22,22,11,16,2017-05-22,82,47,63,False
2017-05-23,20,10,15,2017-05-23,94,46,71,False
2017-05-24,22,12,17,2017-05-24,88,64,77,False
2017-05-25,26,11,19,2017-05-25,100,48,70,False
2017-05-26,26,16,21,2017-05-26,78,42,56,False
2017-05-27,25,15,18,2017-05-27,88,51,73,True
2017-05-28,16,13,14,2017-05-28,100,72,83,True
2017-05-29,16,14,14,2017-05-29,94,82,87,True
2017-05-30,19,11,15,2017-05-30,100,64,88,True
2017-05-31,21,6,14,2017-05-31,100,53,74,False
2017-06-01,22,15,18,2017-06-01,88,50,69,False
2017-06-02,16,13,14,2017-06-02,100,77,91,True
2017-06-03,19,9,13,2017-06-03,100,42,73,False
2017-06-04,17,9,12,2017-06-04,94,42,70,True
2017-06-05,15,9,12,2017-06-05,100,76,87,True
2017-06-06,14,10,12,2017-06-06,94,67,81,True
2017-06-07,16,11,12,2017-06-07,100,48,71,True
2017-06-08,19,12,14,2017-06-08,100,64,87,True
2017-06-09,19,10,14,2017-06-09,94,56,74,True
2017-06-10,19,12,15,2017-06-10,100,77,88,True
2017-06-11,17,12,14,2017-06-11,88,59,74,False
2017-06-12,16,12,14,2017-06-12,88,63,75,True
2017-06-13,19,12,15,2017-06-13,94,64,80,False
2017-06-14,24,10,18,2017-06-14,94,47,72,False
2017-06-15,20,13,16,2017-06-15,94,46,69,False
2017-06-16,19,13,15,2017-06-16,88,68,75,False
2017-06-17,26,16,20,2017-06-17,88,45,68,False
2017-06-18,27,12,20,2017-06-18,94,45,63,False
2017-06-19,28,14,22,2017-06-19,94,48,64,False
2017-06-20,24,16,20,2017-06-20,88,57,73,False
2017-06-21,28,15,21,2017-06-21,88,48,74,False
2017-06-22,22,13,16,2017-06-22,94,68,81,True
2017-06-23,18,14,16,2017-06-23,88,73,78,False
2017-06-24,19,13,15,2017-06-24,94,64,80,True
2017-06-25,17,10,13,2017-06-25,94,49,76,True
2017-06-26,19,9,14,2017-06-26,94,46,66,False
2017-06-27,17,13,14,2017-06-27,88,63,75,True
2017-06-28,14,10,12,2017-06-28,94,82,90,True
2017-06-29,16,10,12,2017-06-29,100,77,90,True
2017-06-30,18,12,14,2017-06-30,100,77,88,False
2017-07-01,20,14,15,2017-07-01,100,56,76,True
2017-07-02,19,11,15,2017-07-02,88,52,69,False
2017-07-03,18,12,15,2017-07-03,94,55,72,True
2017-07-04,19,12,16,2017-07-04,94,64,75,True
2017-07-05,23,14,18,2017-07-05,94,53,74,False
2017-07-06,27,15,20,2017-07-06,88,51,71,False
2017-07-07,21,14,17,2017-07-07,100,64,83,True
2017-07-08,21,10,16,2017-07-08,100,50,70,False
2017-07-09,23,12,17,2017-07-09,94,57,73,False
2017-07-10,17,12,14,2017-07-10,100,68,84,True
2017-07-11,16,12,13,2017-07-11,94,82,89,True
2017-07-12,20,12,15,2017-07-12,94,43,65,False
2017-07-13,22,14,17,2017-07-13,82,44,62,True
2017-07-14,17,13,14,2017-07-14,94,56,74,True
2017-07-15,22,13,16,2017-07-15,94,73,86,True
2017-07-16,20,14,17,2017-07-16,100,49,75,True
2017-07-17,23,9,16,2017-07-17,94,33,64,False
2017-07-18,25,10,18,2017-07-18,94,39,65,False
2017-07-19,23,16,19,2017-07-19,100,65,81,True
2017-07-20,18,13,15,2017-07-20,100,43,75,True
2017-07-21,19,14,15,2017-07-21,94,64,77,True
2017-07-22,20,12,14,2017-07-22,100,46,79,True
2017-07-23,20,12,15,2017-07-23,94,53,79,True
2017-07-24,21,13,16,2017-07-24,88,60,74,False
2017-07-25,21,13,16,2017-07-25,94,64,81,False
2017-07-26,22,12,16,2017-07-26,100,64,82,True
2017-07-27,19,9,13,2017-07-27,94,56,79,True
2017-07-28,19,13,15,2017-07-28,94,56,83,True
2017-07-29,19,11,15,2017-07-29,94,56,76,False
2017-07-30,20,11,15,2017-07-30,100,49,79,True
2017-07-31,20,12,15,2017-07-31,88,53,74,True
2017-08-01,19,13,14,2017-08-01,88,56,80,True
2017-08-02,21,13,16,2017-08-02,94,69,83,True
2017-08-03,19,14,16,2017-08-03,94,68,81,True
2017-08-04,19,12,15,2017-08-04,94,46,73,True
2017-08-05,18,10,14,2017-08-05,94,52,71,False
2017-08-06,17,10,13,2017-08-06,100,64,83,True
2017-08-07,19,12,15,2017-08-07,100,60,78,True
2017-08-08,16,12,13,2017-08-08,94,72,84,True
2017-08-09,19,11,14,2017-08-09,94,52,76,True
2017-08-10,19,7,13,2017-08-10,100,56,77,False
2017-08-11,18,9,14,2017-08-11,100,77,87,True
2017-08-12,18,10,15,2017-08-12,100,59,79,True
2017-08-13,19,7,13,2017-08-13,94,46,70,False
2017-08-14,19,13,15,2017-08-14,94,63,76,True
2017-08-15,19,12,15,2017-08-15,94,56,75,False
2017-08-16,20,11,15,2017-08-16,94,53,75,True
2017-08-17,22,14,17,2017-08-17,100,53,79,True
2017-08-18,17,10,13,2017-08-18,94,55,77,True
2017-08-19,17,10,13,2017-08-19,94,56,78,True
2017-08-20,18,9,14,2017-08-20,100,52,79,True
2017-08-21,18,12,15,2017-08-21,94,77,87,False
2017-08-22,23,16,19,2017-08-22,100,69,84,False
2017-08-23,21,12,17,2017-08-23,94,57,77,True
2017-08-24,19,12,14,2017-08-24,94,60,78,False
2017-08-25,20,11,15,2017-08-25,94,60,76,True
2017-08-26,20,10,15,2017-08-26,94,56,77,False
2017-08-27,22,7,15,2017-08-27,100,57,77,False
2017-08-28,22,13,17,2017-08-28,94,61,77,False
2017-08-29,16,11,14,2017-08-29,94,59,74,False
2017-08-30,17,8,13,2017-08-30,94,55,76,True
2017-08-31,18,8,12,2017-08-31,94,56,79,True
2017-09-01,17,6,12,2017-09-01,100,59,80,False
2017-09-02,19,6,12,2017-09-02,100,49,77,False
2017-09-03,15,12,13,2017-09-03,88,72,80,True
2017-09-04,21,13,17,2017-09-04,100,73,87,True
2017-09-05,19,12,15,2017-09-05,94,78,89,True
2017-09-06,16,11,13,2017-09-06,94,59,77,True
2017-09-07,17,10,13,2017-09-07,100,73,87,True
2017-09-08,17,11,13,2017-09-08,94,59,80,True
2017-09-09,17,9,12,2017-09-09,100,64,88,True
2017-09-10,16,10,12,2017-09-10,100,72,89,True
2017-09-11,16,10,12,2017-09-11,94,68,83,True
2017-09-12,16,11,12,2017-09-12,94,59,80,True
2017-09-13,15,7,11,2017-09-13,94,63,81,True
2017-09-14,15,7,11,2017-09-14,100,59,79,True
2017-09-15,16,7,11,2017-09-15,100,55,78,True
2017-09-16,15,7,11,2017-09-16,94,59,77,True
2017-09-17,17,8,12,2017-09-17,100,63,83,True
2017-09-18,15,9,11,2017-09-18,100,59,84,True
2017-09-19,16,6,10,2017-09-19,100,59,86,False
2017-09-20,18,10,14,2017-09-20,94,68,83,True
2017-09-21,15,7,13,2017-09-21,100,72,86,True
2017-09-22,15,7,11,2017-09-22,93,63,81,True
2017-09-23,18,12,14,2017-09-23,94,68,84,False
2017-09-24,19,12,15,2017-09-24,88,64,71,True
2017-09-25,17,11,15,2017-09-25,100,83,89,True
2017-09-26,17,9,13,2017-09-26,100,68,86,False
2017-09-27,17,13,14,2017-09-27,94,72,84,True
2017-09-28,18,13,15,2017-09-28,94,60,80,True
2017-09-29,17,9,13,2017-09-29,94,59,82,True
2017-09-30,14,9,11,2017-09-30,100,82,89,True
2017-10-01,17,13,14,2017-10-01,100,77,90,True
2017-10-02,15,11,13,2017-10-02,88,63,73,True
2017-10-03,14,10,11,2017-10-03,82,59,72,True
2017-10-04,14,9,11,2017-10-04,100,72,83,True
2017-10-05,15,10,12,2017-10-05,100,67,82,True
2017-10-06,13,6,10,2017-10-06,93,63,80,False
2017-10-07,14,11,12,2017-10-07,100,82,92,True
2017-10-08,15,11,12,2017-10-08,100,72,89,True
2017-10-09,15,12,13,2017-10-09,100,72,86,True
2017-10-10,17,12,14,2017-10-10,100,68,82,True
2017-10-11,15,11,13,2017-10-11,94,72,82,True
2017-10-12,15,8,11,2017-10-12,87,63,76,False
2017-10-13,19,14,16,2017-10-13,94,77,84,True
2017-10-14,20,14,17,2017-10-14,88,73,81,False
2017-10-15,18,13,15,2017-10-15,94,68,81,False
2017-10-16,20,14,16,2017-10-16,94,46,71,False
2017-10-17,15,9,12,2017-10-17,82,55,68,False
2017-10-18,12,5,9,2017-10-18,100,67,83,False
2017-10-19,14,10,12,2017-10-19,100,82,91,True
2017-10-20,14,9,11,2017-10-20,100,72,89,True
2017-10-21,13,10,12,2017-10-21,94,77,85,True
2017-10-22,11,9,10,2017-10-22,94,67,81,True
2017-10-23,16,8,12,2017-10-23,94,82,90,True
2017-10-24,17,11,14,2017-10-24,94,83,90,True
2017-10-25,15,10,12,2017-10-25,100,63,84,True
2017-10-26,14,10,11,2017-10-26,100,82,88,False
2017-10-27,13,4,8,2017-10-27,100,67,87,False
2017-10-28,14,7,11,2017-10-28,100,82,90,True
2017-10-29,14,1,9,2017-10-29,93,50,74,True
2017-10-30,9,-1,4,2017-10-30,100,66,84,False
2017-10-31,14,7,10,2017-10-31,100,77,87,True
2017-11-01,13,6,9,2017-11-01,100,77,89,True
2017-11-02,12,8,10,2017-11-02,100,63,83,False
2017-11-03,11,8,10,2017-11-03,94,76,83,False
2017-11-04,11,5,8,2017-11-04,100,67,86,True
2017-11-05,10,1,5,2017-11-05,100,62,84,True
2017-11-06,10,1,6,2017-11-06,100,71,84,False
2017-11-07,11,3,8,2017-11-07,100,76,85,True
2017-11-08,9,-2,3,2017-11-08,100,71,89,False
2017-11-09,12,5,9,2017-11-09,94,63,82,False
2017-11-10,12,6,8,2017-11-10,100,62,79,True
2017-11-11,9,5,6,2017-11-11,100,66,86,True
2017-11-12,8,2,5,2017-11-12,93,50,71,True
2017-11-13,7,-2,2,2017-11-13,93,70,82,False
2017-11-14,12,7,10,2017-11-14,100,87,93,True
2017-11-15,11,9,9,2017-11-15,100,88,93,False
2017-11-16,10,2,7,2017-11-16,94,62,83,True
2017-11-17,8,1,4,2017-11-17,93,71,82,True
2017-11-18,10,5,7,2017-11-18,93,66,79,True
2017-11-19,7,-1,3,2017-11-19,93,66,81,False
2017-11-20,14,7,11,2017-11-20,100,77,88,True
2017-11-21,13,11,12,2017-11-21,100,82,92,True
2017-11-22,15,12,13,2017-11-22,100,72,85,True
2017-11-23,11,3,6,2017-11-23,94,71,82,True
2017-11-24,7,1,3,2017-11-24,93,66,84,True
2017-11-25,6,0,3,2017-11-25,100,70,87,True
2017-11-26,7,2,4,2017-11-26,93,76,87,True
2017-11-27,9,2,6,2017-11-27,94,76,85,True
2017-11-28,6,1,3,2017-11-28,100,70,84,False
2017-11-29,6,0,2,2017-11-29,87,66,77,False
2017-11-30,4,-3,1,2017-11-30,86,56,70,False
2017-12-01,5,1,2,2017-12-01,87,70,76,False
2017-12-02,8,2,5,2017-12-02,100,81,92,True
2017-12-03,10,5,7,2017-12-03,100,76,89,True
2017-12-04,9,4,7,2017-12-04,100,87,90,True
2017-12-05,8,6,6,2017-12-05,100,76,87,True
2017-12-06,11,7,9,2017-12-06,93,72,82,True
2017-12-07,12,2,7,2017-12-07,94,62,79,True
2017-12-08,4,0,2,2017-12-08,100,60,78,True
2017-12-09,1,-2,0,2017-12-09,100,75,90,True
2017-12-10,2,-1,0,2017-12-10,100,75,85,True
2017-12-11,3,-4,0,2017-12-11,93,60,79,False
2017-12-12,3,-7,-1,2017-12-12,100,81,91,True
2017-12-13,6,1,3,2017-12-13,100,75,88,True
2017-12-14,6,2,3,2017-12-14,100,71,87,True
2017-12-15,5,-1,2,2017-12-15,100,70,83,True
2017-12-16,3,-3,0,2017-12-16,100,80,94,True
2017-12-17,10,0,4,2017-12-17,100,81,92,True
2017-12-18,5,0,3,2017-12-18,100,87,97,False
2017-12-19,8,0,5,2017-12-19,100,81,92,False
2017-12-20,11,8,9,2017-12-20,100,88,96,False
2017-12-21,11,8,9,2017-12-21,100,88,95,True
2017-12-22,11,8,9,2017-12-22,100,88,96,False
2017-12-23,8,6,7,2017-12-23,100,93,96,False
2017-12-24,11,7,9,2017-12-24,100,82,87,False
2017-12-25,11,4,8,2017-12-25,100,77,86,True
2017-12-26,6,2,3,2017-12-26,93,76,85,True
2017-12-27,4,-3,1,2017-12-27,93,61,77,False
2017-12-28,6,-3,1,2017-12-28,100,66,84,False
2017-12-29,6,0,3,2017-12-29,100,71,84,True
2017-12-30,10,2,7,2017-12-30,100,62,84,True
2017-12-31,11,5,7,2017-12-31,94,66,80,True
2018-01-01,7,4,5,2018-01-01,87,76,83,True
2018-01-02,10,2,5,2018-01-02,94,66,86,True
2018-01-03,9,6,7,2018-01-03,82,66,74,True
2018-01-04,10,2,6,2018-01-04,93,76,83,True
2018-01-05,6,0,3,2018-01-05,100,81,89,True
2018-01-06,6,-1,2,2018-01-06,100,70,84,True
2018-01-07,5,0,1,2018-01-07,93,57,77,False
2018-01-08,4,1,2,2018-01-08,87,52,70,False
2018-01-09,7,2,3,2018-01-09,93,81,88,False
2018-01-10,8,-1,5,2018-01-10,100,82,92,True
2018-01-11,5,-3,1,2018-01-11,100,87,94,False
2018-01-12,7,4,5,2018-01-12,100,76,86,False
2018-01-13,6,5,5,2018-01-13,81,76,79,False
2018-01-14,5,3,3,2018-01-14,93,75,80,True
2018-01-15,9,4,6,2018-01-15,100,76,88,True
2018-01-16,5,1,3,2018-01-16,93,66,81,True
2018-01-17,6,2,4,2018-01-17,93,70,79,True
2018-01-18,9,2,4,2018-01-18,100,76,88,True
2018-01-19,5,1,2,2018-01-19,93,70,84,True
2018-01-20,3,1,1,2018-01-20,100,87,91,True
2018-01-21,8,1,2,2018-01-21,100,82,93,True
2018-01-22,8,5,6,2018-01-22,87,76,81,True
2018-01-23,12,7,9,2018-01-23,94,76,82,True
2018-01-24,13,5,8,2018-01-24,87,71,80,True
2018-01-25,8,4,5,2018-01-25,93,71,82,True
2018-01-26,7,2,4,2018-01-26,100,76,88,False
2018-01-27,12,4,7,2018-01-27,94,71,85,True
2018-01-28,14,8,10,2018-01-28,94,76,82,False
2018-01-29,11,2,7,2018-01-29,94,71,83,True
2018-01-30,7,1,3,2018-01-30,93,76,85,False
2018-01-31,6,1,3,2018-01-31,100,66,84,True
2018-02-01,7,2,4,2018-02-01,93,66,76,False
2018-02-02,7,0,4,2018-02-02,100,57,78,False
2018-02-03,4,1,2,2018-02-03,100,93,94,True
2018-02-04,5,1,2,2018-02-04,93,66,80,False
2018-02-05,4,0,1,2018-02-05,87,52,74,False
2018-02-06,2,-1,0,2018-02-06,93,75,85,True
2018-02-07,3,-6,0,2018-02-07,100,60,81,False
2018-02-08,8,1,5,2018-02-08,100,81,87,True
2018-02-09,6,0,3,2018-02-09,100,66,82,True
2018-02-10,9,0,4,2018-02-10,94,76,87,True
2018-02-11,5,0,2,2018-02-11,100,70,83,True
2018-02-12,5,0,2,2018-02-12,93,66,79,True
2018-02-13,5,-1,2,2018-02-13,93,70,81,True
2018-02-14,6,0,3,2018-02-14,93,70,83,True
2018-02-15,7,1,4,2018-02-15,100,46,73,False
2018-02-16,8,-1,3,2018-02-16,87,66,76,False
2018-02-17,9,4,5,2018-02-17,93,66,80,True
2018-02-18,8,4,6,2018-02-18,100,81,88,True
2018-02-19,10,7,8,2018-02-19,100,87,95,False
2018-02-20,10,5,7,2018-02-20,100,58,75,True
2018-02-21,8,2,5,2018-02-21,93,62,77,False
2018-02-22,5,-2,2,2018-02-22,93,61,75,False
2018-02-23,4,-3,1,2018-02-23,93,60,73,False
2018-02-24,6,-1,2,2018-02-24,75,42,64,False
2018-02-25,5,-1,1,2018-02-25,75,52,65,False
2018-02-26,2,-2,0,2018-02-26,75,48,67,True
2018-02-27,2,-4,-1,2018-02-27,93,64,81,False
2018-02-28,-2,-7,-4,2018-02-28,93,59,76,False
2018-03-01,-1,-5,-2,2018-03-01,80,64,72,True
2018-03-02,0,-1,0,2018-03-02,75,60,65,False
2018-03-03,2,-1,0,2018-03-03,87,69,80,False
2018-03-04,6,1,3,2018-03-04,100,81,88,True
2018-03-05,9,2,5,2018-03-05,100,71,85,True
2018-03-06,7,4,5,2018-03-06,100,71,83,True
2018-03-07,9,2,4,2018-03-07,87,57,75,True
2018-03-08,7,1,3,2018-03-08,100,66,84,True
2018-03-09,8,1,5,2018-03-09,100,71,84,True
2018-03-10,14,6,9,2018-03-10,100,76,88,True
2018-03-11,12,3,8,2018-03-11,100,67,80,True
2018-03-12,8,5,6,2018-03-12,93,81,87,True
2018-03-13,9,2,5,2018-03-13,100,58,84,False
2018-03-14,12,4,8,2018-03-14,81,58,69,False
2018-03-15,11,7,8,2018-03-15,93,71,82,True
2018-03-16,11,4,7,2018-03-16,93,62,82,True
2018-03-17,3,-3,0,2018-03-17,93,60,75,True
2018-03-18,0,-2,0,2018-03-18,93,60,72,False
2018-03-19,6,0,2,2018-03-19,81,49,62,False
2018-03-20,8,-1,4,2018-03-20,93,53,72,False
2018-03-21,8,-3,3,2018-03-21,100,46,76,False
2018-03-22,9,7,7,2018-03-22,81,58,72,True
2018-03-23,10,6,7,2018-03-23,87,62,74,True
2018-03-24,10,3,6,2018-03-24,93,62,80,True
2018-03-25,11,-1,5,2018-03-25,100,50,77,False
2018-03-26,12,2,6,2018-03-26,93,51,72,False
2018-03-27,10,6,7,2018-03-27,100,66,83,True
2018-03-28,8,1,5,2018-03-28,93,62,79,True
2018-03-29,8,2,4,2018-03-29,93,62,79,True
2018-03-30,10,4,6,2018-03-30,93,58,80,True
2018-03-31,6,4,4,2018-03-31,87,70,79,True
2018-04-01,7,2,4,2018-04-01,81,61,73,True
2018-04-02,10,2,5,2018-04-02,94,81,89,True
2018-04-03,14,8,10,2018-04-03,94,55,79,True
2018-04-04,12,3,7,2018-04-04,94,72,84,True
2018-04-05,11,1,6,2018-04-05,87,40,63,False
2018-04-06,14,6,10,2018-04-06,72,55,65,False
2018-04-07,12,8,9,2018-04-07,94,76,86,True
2018-04-08,13,3,8,2018-04-08,100,59,81,False
2018-04-09,15,2,7,2018-04-09,100,51,84,True
2018-04-10,9,7,7,2018-04-10,93,82,88,True
2018-04-11,9,6,7,2018-04-11,93,82,88,True
2018-04-12,9,6,6,2018-04-12,93,82,89,False
2018-04-13,10,6,7,2018-04-13,100,82,91,True
2018-04-14,16,8,11,2018-04-14,93,52,72,False
2018-04-15,14,10,11,2018-04-15,88,67,81,True
2018-04-16,14,9,11,2018-04-16,88,51,69,True
2018-04-17,14,11,12,2018-04-17,88,67,76,True
2018-04-18,21,13,16,2018-04-18,88,46,70,False
2018-04-19,23,12,17,2018-04-19,88,44,63,False
2018-04-20,17,9,12,2018-04-20,100,48,73,False
2018-04-21,22,6,14,2018-04-21,87,55,69,False
2018-04-22,17,10,13,2018-04-22,94,63,75,True
2018-04-23,14,10,11,2018-04-23,88,55,72,True
2018-04-24,11,7,9,2018-04-24,100,72,86,True
2018-04-25,12,6,8,2018-04-25,93,67,81,True
2018-04-26,12,6,9,2018-04-26,87,54,70,True
2018-04-27,8,5,6,2018-04-27,93,81,85,True
2018-04-28,11,4,7,2018-04-28,93,62,76,False
2018-04-29,10,3,6,2018-04-29,93,54,72,True
2018-04-30,11,3,7,2018-04-30,87,41,63,False
2018-05-01,13,2,8,2018-05-01,93,44,69,True
2018-05-02,11,4,8,2018-05-02,100,50,74,True
2018-05-03,13,2,8,2018-05-03,100,55,76,False
2018-05-04,18,9,13,2018-05-04,94,60,78,False
2018-05-05,21,9,15,2018-05-05,100,53,74,False
2018-05-06,23,9,16,2018-05-06,100,44,71,False
2018-05-07,25,9,17,2018-05-07,100,42,68,False
2018-05-08,19,9,13,2018-05-08,94,56,81,True
2018-05-09,15,7,10,2018-05-09,100,59,80,True
2018-05-10,14,5,10,2018-05-10,100,47,71,True
2018-05-11,15,6,11,2018-05-11,93,51,63,True
2018-05-12,15,4,9,2018-05-12,100,51,78,True
2018-05-13,16,7,12,2018-05-13,94,41,65,True
2018-05-14,18,3,11,2018-05-14,93,40,67,False
2018-05-15,19,5,12,2018-05-15,100,49,79,False
2018-05-16,15,6,11,2018-05-16,94,54,73,False
2018-05-17,15,1,10,2018-05-17,93,42,63,False
2018-05-18,18,4,12,2018-05-18,93,39,62,False
2018-05-19,21,5,14,2018-05-19,93,38,61,False
2018-05-20,23,7,15,2018-05-20,93,44,64,False
2018-05-21,23,11,16,2018-05-21,88,31,62,True
2018-05-22,20,9,14,2018-05-22,94,46,70,False
2018-05-23,21,8,14,2018-05-23,87,46,67,False
2018-05-24,23,10,15,2018-05-24,77,43,62,False
2018-05-25,15,12,13,2018-05-25,94,67,84,True
2018-05-26,22,12,16,2018-05-26,94,40,67,False
2018-05-27,26,12,19,2018-05-27,77,42,59,False
2018-05-28,24,14,19,2018-05-28,88,50,68,False
2018-05-29,21,13,16,2018-05-29,88,60,75,False
